,Unnamed: 0,OBJECTID,Shape,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,comments,event_import_source,event_import_id,latitude,longitude,country_name,country_code,admin_division_name,gazetteer_closest_point,gazetteer_distance,submitted_date,last_edited_date,elev_files
1117,5420,4613433,"(-108.00859999999994, 37.99350000000004)",www.telluridenews.com,http://www.telluridenews.com/articles/2013/07/21/news/doc51e9d47f2fcb2291167884.txt,5110,2013-07-16 18:00:00,18:00,"Highway 145 Near Sawpit, Co","On Friday the National Oceanic and Atmospheric Administration (NOAA) radar recorded that between 1 and 2 inches of rain fell last week on average. (Some areas in the county received up to 3 inches while others received less.) Rains caused a mudslide that buried nearly four miles of Highway 145 near Sawpit on Tuesday night, and though mornings were dry, skies turned dark by the afternoon when rains drenched the region.","Highway 145 Near Sawpit, Co",5km,mudslide,downpour,medium,unknown,0.0,,,,,GLC,5110.0,37.9935,-108.0086,United States,US,Colorado,Placerville,3.5,2014-04-01 00:00:00,2021-04-10 04:46:21,1117.tiff
1118,5424,4613437,"(-116.03029999999995, 43.662600000000054)",ktvb,http://www.ktvb.com/news/Boise-County-Ccleans-up-after-heavy-rains-113991424.html,3021,2011-01-16 00:00:00,,"Robie Creek rd, Boise county, ID","Several inches of rain lead to mudslides in Boise County, trapping people in their homes while crews worked to repair washed out and mud covered roads.   Some residents in the area also had to dig out Monday  ...  Just down the way from Whitaker's home, on Robie Creek Road, crews worked to clear multiple mud slides that spilled rock and debris into the roadway.  ""It was blocked all the way over to the creek just right over there -- higher than my tires are,"" said Joe Ellsworth, a Boise County Road Crew worker. ","Robie Creek rd, Boise county, ID",5km,mudslide,downpour,medium,unknown,0.0,,,,,GLC,3021.0,43.6626,-116.0303,United States,US,Idaho,Boise Air Terminal,19.09,2014-04-01 00:00:00,2021-04-10 04:39:04,1118.tiff
1119,5427,4613440,"(-121.55679999999995, 46.749600000000044)",Olympian,http://www.theolympian.com/2015/03/13/3616845/massive-boulders-landslide-will.html,6864,2015-02-05 00:00:00,,road between Backbone Ridge and the Steven's Canyon entrance,"According to park geologist Scott Beason, some of the boulders were 25 feet in diameter. Some are so large it might require blasting to break them up so the debris can be removed from the roadway.",road between Backbone Ridge and the Steven's Canyon entrance,5km,rock_fall,freeze_thaw,medium,above_road,0.0,0.0,,http://media.theolympian.com/smedia/2015/03/09/16/33/OpyFF.AuSt.38.jpeg,,GLC,6864.0,46.7496,-121.5568,United States,US,Washington,Longmire,18.97,2015-03-27 18:45:27,2021-04-10 04:47:57.000001,1119.tiff
1120,5428,4613441,"(-122.06039999999996, 37.02200000000005)",kionrightnow,http://www.kionrightnow.com/Global/story.asp?S=14142668,3148,2011-02-25 10:00:00,10:00,"mile 4, rt 9, Santa Cruz county, CA","SANTA CRUZ COUNTY, Calif- A mud and rock slide has covered parts of Highway 9 at mile marker 4, reports the California Highway Patrol.  The mudslide was first reported around 10:00 a.m. and both lanes were closed. However as of 10:35 a.m. the transportation department was able to open one lane for traffic.","mile 4, rt 9, Santa Cruz county, CA",5km,mudslide,downpour,small,unknown,0.0,,,,,GLC,3148.0,37.022,-122.0604,United States,US,California,Santa Cruz,6.94,2014-04-01 00:00:00,2021-04-10 04:43:03,1120.tiff
1121,5434,4613447,"(-81.34939999999995, 38.48750000000007)",The State Journal,http://www.statejournal.com/story/29555126/west-virginia-division-of-homeland-security-and-emergency-management-joins-with-the-federal-emergency-management-agency-to-assess-july-12-14-severe,7201,2015-07-14 00:00:00,,Clendenin,,Clendenin,5km,mudslide,continuous_rain,small,above_road,0.0,0.0,,,,GLC,7201.0,38.4875,-81.3494,United States,US,West Virginia,Yeager,24.78,2015-07-16 13:47:51,2021-04-10 04:43:03,1121.tiff
1122,5435,4613448,"(-122.96259999999995, 45.357300000000066)",Oregon DOT,,8704,2012-01-20 09:00:00,09:00,"OR 219, milepost 14",,"OR 219, milepost 14",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8704.0,45.3573,-122.9626,United States,US,Oregon,Newberg,6.6,2016-07-08 13:48:47,2021-04-10 04:41:29,1122.tiff
1123,5436,4613449,"(-83.14969999999994, 36.875500000000045)",wkyt,http://www.wkyt.com/wymtnews/headlines/Major_mudslide_closes_a_road_120992829.html,3440,2011-04-29 09:00:00,09:00,"Highway 38 at Colts(Cotes) Road, Evarts, Harlan county, KY ","6:05 PM Apr 29, 2011  A major mudslide in Harlan County could cause days of headaches for drivers.  Highway 38 is shut down at Colts Road in Evarts.  Officials say the slide began Thursday night and has continued through the day.  This has been an ongoing problem since earlier this week and the recent storms have not helped.  A major slide occurred Friday morning blocking a very heavy travelled road.  This road has been block off for a few hours creating a headache for lots of people in the area.  “Highway 38 this is a coal hauled road, school buses travel it. At this point, children are having to travel over through Virginia about a 2 to 2 and a half our drive,” Magistrate Bill Moore said.  County engineers say the slide goes up the mountain several hundred feet.  They say it could be days or weeks before anything gets fixed.","Highway 38 at Colts(Cotes) Road, Evarts, Harlan county, KY ",1km,mudslide,continuous_rain,medium,unknown,0.0,,,,,GLC,3440.0,36.8755,-83.1497,United States,US,Kentucky,Harlan,16.21,2014-04-01 00:00:00,2021-04-10 04:47:09,1123.tiff
1124,5438,4613451,"(-82.48039999999997, 37.913500000000056)",thelevisalazer,http://www.thelevisalazer.com/2010/05/03/high-waters-cover-18-roads-in-lawrence-county-school-delayed-2-hours/,1819,2010-05-03 00:00:00,,"mile 4-5, KY 292, Martin County, KY",KY 292 was partially blocked between mile points four and five and also near the Pike County line. ,"mile 4-5, KY 292, Martin County, KY",5km,mudslide,downpour,small,unknown,0.0,,,,,GLC,1819.0,37.9135,-82.4804,United States,US,Kentucky,Tug Fork,13.55,2014-04-01 00:00:00,2021-04-10 04:45:33,1124.tiff
1125,5441,4613454,"(-115.82149999999996, 36.10540000000003)",elkodaily.com,http://elkodaily.com/news/mud-slide-closes-highway-between-vegas-pahrump/article_61f2079c-127a-11e3-8525-001a4bcf887a.html,5420,2013-08-30 23:00:00,23:00,Highway 160 Near Tecopa Road In Nye County,"The Nevada Highway Patrol says a key highway between Las Vegas and Pahrump is closed due to a mud slide, and the National Weather Service is warning that thunderstorms could cause more flooding in the area. The NHP says Highway 160 was closed Saturday morning in both directions near Tecopa Road in Nye County to allow crews to clear mud, rocks and debris. It wasn't immediately clear when the road would reopen. Officials say several vehicles became stuck trying to cross the affected area about 35 miles west of Las Vegas. No injuries were reported. The weather service reports thunderstorms in the area about 14 miles southwest of Mount Charleston could produce heavy rain and flooding in the same area.",Highway 160 Near Tecopa Road In Nye County,unknown,mudslide,rain,medium,unknown,0.0,,,,,GLC,5420.0,36.1054,-115.8215,United States,US,Nevada,Pahramp,19.12,2014-04-01 00:00:00,2021-04-10 04:38:14,1125.tiff
1126,5442,4613455,"(-94.52259999999995, 38.99130000000008)",Santeller,http://santeller.com/rock-slide-in-swope-park-closes-part-of-blue-river-road/,7735,2016-05-28 00:00:00,,Blue River Street close to the intersection with Oldham Street,Heavy rains possible contributed to a big rock slide in Swope Park on Saturday that shut down a part of Blue River Street.,Blue River Street close to the intersection with Oldham Street,1km,rock_fall,downpour,medium,natural_slope,0.0,0.0,,,,GLC,7735.0,38.9913,-94.5226,United States,US,Missouri,Kansas City,9.05,2016-06-09 14:02:57,2021-04-10 04:46:21,1126.tiff
1127,5443,4613456,"(-121.30279999999999, 45.69120000000004)",Oregon DOT,,8825,2011-01-27 09:00:00,09:00,"I 84, milepost 75",,"I 84, milepost 75",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8825.0,45.6912,-121.3028,United States,US,Oregon,The Dalles,13.25,2016-07-08 17:37:20,2021-04-10 04:42:16,1127.tiff
1128,5446,4613459,"(-108.03719999999998, 38.00210000000004)",The Denver Channel,http://www.thedenverchannel.com/news/mountains/roads-blocked-as-mudslides-cause-problems-for-san-miguel-county,9111,2016-07-20 14:00:00,14:00,"Highway 145 between Sawpit and Placerville, San Miguel County, Colorado, USA",One of a dozen mudslides caused by same rainfall event. Location on Highway 145 estimated. Ten to 12 mudslides up to five feet deep on a southwest Colorado highway prompted dozens of evacuations Wednesday afternoon.  The mudslides happened on Highway 145 between Sawpit and Placerville --an area northwest of Telluride.  The highway was entirely closed in that area for more than two hours Wednesday afternoon. Deputies later began allowing eastbound traffic to move through.  Drivers are told to avoid the area. Additional source: http://www.9news.com/weather/vehicles-evacuated-after-san-miguel-county-mudslides/278159013,"Highway 145 between Sawpit and Placerville, San Miguel County, Colorado, USA",5km,mudslide,downpour,medium,above_road,0.0,0.0,,http://www.9news.com/img/resize/content.9news.com/photo/2016/07/20/Cn10UE7VYAAqTgW%20_OP_1_CP__1469053101164_4222564_ver1.0.jpg?preset=534-401,,GLC,9111.0,38.0021,-108.0372,United States,US,Colorado,Placerville,0.89,2016-07-21 20:36:46,2021-04-10 04:38:14,1128.tiff
1129,5447,4613460,"(-83.36139999999995, 37.551300000000026)",WKYT,http://www.wkyt.com/home/headlines/Breathitt-Co-Walmart-closed-after-being-pounded-by-rockslide--329743111.html,8421,2015-09-28 12:00:00,12:00,Walmart in Breathitt County,"The rockslide slammed into the Jackson Walmart on KY-15 around just after midnight, right as the store was closing for the night.  Fortunately, there weren't any customers in the building during the rockslide. A few employees were in the store but no one was hurt.  The Walmart typically opens around 6 a.m., but that didn't happen on Monday because there is a 30-foot hole in the back of the building.  The store closure will likely be a major inconvenience for many people because Walmart is one of the biggest stores in the small community that has just over 2,000 people.  ""I hope it opens soon because this is about the only shopping center we got here besides Hazard. I really don't feel like driving to Hazard right now,"" Joseph Hollon said.  Walmart is bringing in a construction crew and an engineer from Louisville to take a look at the damage. Those crews will decide when Walmart will reopen.  While the store is closed, the pharmacy is still filling customers' prescriptions.",Walmart in Breathitt County,exact,rock_fall,rain,medium,natural_slope,0.0,0.0,,,,GLC,8421.0,37.5513,-83.3614,United States,US,Kentucky,Julian Carroll,6.1,2016-07-06 16:39:43,2021-04-10 04:43:03,1129.tiff
1130,5449,4613462,"(-156.08979999999997, 20.64790000000005)",Starbulletin.com,http://starbulletin.com/breaking/breaking.php?id=6040,140,2007-07-25 00:00:00,,"Kipahulu, Hawaii",unpredicted by model,"Kipahulu, Hawaii",5km,landslide,rain,small,unknown,,,,,,GLC,140.0,20.6479,-156.0898,United States,US,Hawaii,Kaupo,3.6,2014-04-01 00:00:00,2021-04-10 04:38:14,1130.tiff
1131,5451,4613464,"(-123.80329999999998, 39.441500000000076)",Solo News,http://solonews.net/221830/news/west-coast-storms-mudslide-takes-out-california-road-worker.html,9388,2016-03-11 00:00:00,,Fort Bragg,"Caltrans officials said they were setting up traffic control and lights in response to a first slide north of Rockport.  An employee sat in a dump truck near the slide, when a second landslide came down onto the highway, pushing the truck up to the guardrail.",Fort Bragg,5km,mudslide,rain,small,above_road,0.0,0.0,,,,GLC,9388.0,39.4415,-123.8033,United States,US,California,Fort Bragg,0.44,2016-08-03 18:04:33,2021-04-10 04:38:14,1131.tiff
1132,5452,4613465,"(-121.90019999999998, 45.657200000000046)",Oregon DOT,,8540,2012-11-28 08:00:00,08:00,"I 84, milepost 30",,"I 84, milepost 30",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8540.0,45.6572,-121.9002,United States,US,Oregon,Skamania,11.36,2016-07-07 15:00:30,2021-04-10 04:44:41,1132.tiff
1133,5453,4613466,"(-120.8406, 47.479400000000055)",Unofficial Networks,http://unofficialnetworks.com/2016/07/video-washington-state-rockslide-caught-on-camera-colchuck-glacier,9184,2016-07-16 09:00:00,09:00,"Colchuck Glacier above Colchuck Lake, Washinton, USA","https://youtu.be/JvXF8ayzWCI (Rock slide and avalanche) Luckily no one was in the path of this rockslide/avalanche on Colchuck Glacier in Washington State and these hikers were able to film the entire thing.  “9:23AM, July 16th, 2016 a huge rockslide caused this avalanche on Colchuck Glacier above Colchuck Lake. At the end of the video, you can see a photo of the glacier an hour before the rockslide. We didn’t see anyone climbing up that morning, but there was one person who was up there. Thankfully, they were not in the path of the avalanche. This is the second large rockslide I’ve witnessed from Colchuck lake in the past 2 years. An intense experience to watch from below. I’m so glad no one was up there when it happened!”","Colchuck Glacier above Colchuck Lake, Washinton, USA",exact,complex,freeze_thaw,large,other,0.0,0.0,,https://youtu.be/JvXF8ayzWCI,,GLC,9184.0,47.4794,-120.8406,United States,US,Washington,Winton,28.54,2016-07-26 15:49:34,2021-04-10 04:43:03,1133.tiff
1134,5457,4613470,"(-89.55559999999997, 40.653500000000065)",www.indianasnewscenter.com,http://www.indianasnewscenter.com/news/top-news/203610501.html,4811,2013-04-18 00:00:00,,"East Peoria, Il","According to a report from Granite Broadcasting sister station CINewsNow in Peoria, Ill., heavy rain on Wednesday caused mudslides in parts of East Peoria, and up to a foot of mud covered residential roadways and a Shell station.","East Peoria, Il",exact,mudslide,rain,small,urban,,,,http://www.centralillinoisproud.com/media/lib/193/7/b/f/7bfc65c3-305a-42e8-b4c6-0a1597062ce5/Story.jpg,,GLC,4811.0,40.6535,-89.5556,United States,US,Illinois,Peoria,7.55,2014-12-01 21:58:29,2021-04-10 04:45:33,1134.tiff
1135,5458,4613471,"(-106.61069999999995, 40.384700000000066)",Steamboat Today,http://t.steamboattoday.com/news/2016/mar/20/rockslide-closes-westbound-lane-rabbit-ears-saturd/,7581,2016-03-19 18:00:00,18:00,U.S. Highway 40 near mile marker 143 on Rabbit Ears Pass,A rockslide Saturday caused a brief closure of the westbound lane of U.S. Highway 40 near mile marker 143 on Rabbit Ears Pass.,U.S. Highway 40 near mile marker 143 on Rabbit Ears Pass,5km,landslide,unknown,small,above_road,0.0,0.0,,http://worldwest.media.clients.ellingtoncms.com/img/photos/2016/03/20/Screen_Shot_2016-03-20_at_11.55.24_AM_t768.png?184c2b1839b86dd7d08e9493f8b16dfb4c3de1cb,,GLC,7581.0,40.3847,-106.6107,United States,US,Colorado,Rabbit Ears Pass,2.49,2016-03-22 02:48:57.000001,2021-04-10 04:43:03,1135.tiff
1136,5459,4613472,"(-157.78039999999996, 21.365400000000022)",Star Advertiser,http://www.staradvertiser.com/breaking-news/heavy-showers-prompts-flood-advisory-for-maui/,7729,2016-05-25 19:00:00,19:00,Pali Highway in Kailua,"About 7 p.m., a small rockslide closed one Kailua-bound lane just after the tunnel, but firefighters quickly cleared the rubble, which consisted of about a half-dozen boulders, said Honolulu Fire Department Capt. David Jenkins. The lane was reopened about 30 minutes later.",Pali Highway in Kailua,5km,rock_fall,downpour,small,above_road,0.0,0.0,,,,GLC,7729.0,21.3654,-157.7804,United States,US,Hawaii,Kailua,5.5,2016-05-27 20:34:31.000001,2021-04-10 04:40:41,1136.tiff
1137,5460,4613473,"(-117.91449999999998, 33.835300000000075)",pasadenastarnews,http://www.pasadenastarnews.com/weather/ci_16271921,2553,2010-10-06 00:00:00,,"Anaheim, CA","After plodding through the Valley and Whittier, drenching streets and spurring a slew of crashes, a strong, cold fall storm packed its clouds and started moving east Wednesday evening, leaving mostly blue skies by this afternoon.  Before it weakened, the two-day system triggered a mudslide precaution in Sierra Madre's hillside neighborhoods, broke a rainfall record at downtown Los Angeles, triggered a beach runoff warning, and even opened two large sinkholes in Anaheim as it trudged across Southern California. ","Anaheim, CA",5km,other,downpour,medium,unknown,1.0,,,,,GLC,2553.0,33.8353,-117.9145,United States,US,California,Fullerton Municipal,7.23,2014-04-01 00:00:00,2021-04-10 04:41:29,1137.tiff
